Date,Open,High,Low,Close,Volume,- SPREAD -,
,,,,,,(High-Low),(Open-Close)
08-05-2020,104.75,104.75,101,102.4,31538,3.75,2.35
07-05-2020,103.9,104.65,102,102.4,20280,2.65,1.5
06-05-2020,104.5,105.8,101.5,102.35,45682,4.3,2.15
05-05-2020,106.75,106.75,102.1,102.45,39255,4.65,4.3
04-05-2020,104.1,108,102.1,103.3,58694,5.9,0.8
30-04-2020,109.45,112,107.4,108.5,87475,4.6,0.95
29-04-2020,106.3,114.15,103.1,107.95,273597,11.05,-1.65
28-04-2020,106.9,107.1,102.6,103.5,43433,4.5,3.4
27-04-2020,108.9,109.8,105,105.45,59422,4.8,3.45
24-04-2020,105,112,102.65,106.1,151697,9.35,-1.1
23-04-2020,108.4,109.6,104.25,104.8,101874,5.35,3.6
22-04-2020,99.3,109.8,99.3,106.05,147153,10.5,-6.75
21-04-2020,107,107,99.95,100.45,129736,7.05,6.55
20-04-2020,118.95,118.95,102.25,111.05,204888,16.7,7.9
17-04-2020,120.4,123.7,110,115.85,498662,13.7,4.55
16-04-2020,95.8,112.3,93.85,112.3,611224,18.45,-16.5
15-04-2020,98,101,93,93.6,160349,8,4.4
13-04-2020,98,98,92.25,95.6,63997,5.75,2.4
09-04-2020,96,101,94.4,95.95,204627,6.6,0.05
08-04-2020,96,100.9,91.1,93.1,190911,9.8,2.9
07-04-2020,98,99,95.05,95.85,35612,3.95,2.15
03-04-2020,90.35,97,90.35,94.55,19731,6.65,-4.2
01-04-2020,98,98,90.6,91.9,16725,7.4,6.1
31-03-2020,90.3,98,90.3,95.75,17540,7.7,-5.45
30-03-2020,95.8,95.8,90.25,92.15,16438,5.55,3.65
27-03-2020,100.65,104,92,92.9,48144,12,7.75
26-03-2020,96,101.25,90.25,99.7,42582,11,-3.7
25-03-2020,83,95.95,83,93,13558,12.95,-10
24-03-2020,102.15,102.15,84,88.4,31709,18.15,13.75
23-03-2020,99,99.95,92.85,92.9,15537,7.1,6.1
20-03-2020,102,107.75,96.95,103.15,38346,10.8,-1.15
19-03-2020,101.75,104.55,94.1,98.1,50480,10.45,3.65
18-03-2020,114.7,117.4,101.95,103.65,35608,15.45,11.05
17-03-2020,125.75,125.75,110.6,113.15,112538,15.15,12.6
16-03-2020,133,133,124.1,125.75,24760,8.9,7.25
13-03-2020,125,138,112.2,134.75,61750,25.8,-9.75
12-03-2020,146.2,149.8,123.3,136.65,126009,26.5,9.55
11-03-2020,153.05,158.9,153.05,154.1,19026,5.85,-1.05
09-03-2020,167.85,167.85,151.2,152.65,68524,16.65,15.2
06-03-2020,161,174.2,156.35,169.7,36320,17.85,-8.7
05-03-2020,169.7,174,167.3,169.8,35002,6.7,-0.1
04-03-2020,178.35,180.65,160.35,167.9,77679,20.3,10.45
03-03-2020,180.7,184.85,173.35,178.1,22813,11.5,2.6
02-03-2020,183.5,189.55,175,179.45,16424,14.55,4.05
28-02-2020,186.7,186.7,177.35,181.95,34742,9.35,4.75
27-02-2020,189.05,189.6,182.95,188.2,27338,6.65,0.85
26-02-2020,191.05,191.9,186.15,191,44233,5.75,0.05
25-02-2020,191,196.9,191,192.15,22301,5.9,-1.15
24-02-2020,198.7,200,192.05,193.4,46271,7.95,5.3
20-02-2020,203.3,203.3,198,199.7,58350,5.3,3.6
19-02-2020,196.9,204.7,196.9,202.5,87402,7.8,-5.6
18-02-2020,191,201.95,182.3,195.65,176708,19.65,-4.65
17-02-2020,196.9,200,189.5,190.05,50490,10.5,6.85
14-02-2020,203.9,207.45,194,195.15,68144,13.45,8.75
13-02-2020,212.4,212.5,201.1,202.5,66423,11.4,9.9
12-02-2020,210.65,217.55,208.4,210.55,39207,9.15,0.1
11-02-2020,213.45,215.95,209.95,210.95,35431,6,2.5
10-02-2020,211,216.5,208.2,210.8,36323,8.3,0.2
07-02-2020,218.05,219.5,211.1,212.95,31418,8.4,5.1
06-02-2020,218,223,215.45,216.75,48911,7.55,1.25
05-02-2020,218.4,222.7,215.15,217.05,65218,7.55,1.35
04-02-2020,215.95,225.45,214.6,215.95,179614,10.85,0
03-02-2020,206.1,216.3,204.7,212.25,126789,11.6,-6.15
01-02-2020,227.9,227.9,202.95,210.55,254121,24.95,17.35
31-01-2020,244.35,254.7,222.3,228.6,269749,32.4,15.75
30-01-2020,253.8,253.8,240.75,242.1,102195,13.05,11.7
29-01-2020,260,264,251,252.2,66210,13,7.8
28-01-2020,260,268.5,253,256.9,179424,15.5,3.1
27-01-2020,274,277.5,258,259.65,104217,19.5,14.35
24-01-2020,273.3,277.45,270.25,274.25,171973,7.2,-0.95
23-01-2020,251.5,284.9,251.5,270.7,1035095,33.4,-19.2
22-01-2020,256,258.8,248,250.85,67271,10.8,5.15
21-01-2020,245,258.6,241.2,252.8,132785,17.4,-7.8
20-01-2020,252.8,256.7,244.4,245.65,27813,12.3,7.15
17-01-2020,257,258,249.95,250.8,62260,8.05,6.2
16-01-2020,245.35,259.9,245,255.9,224011,14.9,-10.55
15-01-2020,246.5,247.2,241,245.35,64052,6.2,1.15
14-01-2020,249.5,252.6,243.6,245.15,72975,9,4.35
13-01-2020,236.25,255.8,232.6,250.1,434423,23.2,-13.85
10-01-2020,247.2,247.2,232.65,236.9,174067,14.55,10.3
09-01-2020,247.1,260.1,242,244,511109,18.1,3.1
08-01-2020,240,272,234,246.55,3587568,38,-6.55
07-01-2020,200.9,237.65,200.85,237.65,1293029,36.8,-36.75
06-01-2020,201.65,204.7,197.1,198.05,33308,7.6,3.6
03-01-2020,215.6,216.8,207,207.8,50782,9.8,7.8
02-01-2020,199.85,217,198.1,214.55,146094,18.9,-14.7
01-01-2020,199.9,201.65,197.1,198.95,13235,4.55,0.95
31-12-2019,198.1,202.45,196.5,198.65,18795,5.95,-0.55
30-12-2019,196,201.8,196,198.1,22705,5.8,-2.1
27-12-2019,201.6,204.7,197,197.55,23048,7.7,4.05
26-12-2019,201.6,209,198.6,201.9,45865,10.4,-0.3
24-12-2019,195.4,204.8,194,201.75,31716,10.8,-6.35
23-12-2019,203,203.8,194,196,25710,9.8,7
20-12-2019,206,211.15,201.55,202.6,41600,9.6,3.4
19-12-2019,194.4,215.5,192.7,209.75,259291,22.8,-15.35
18-12-2019,194.55,199,193.05,193.35,14102,5.95,1.2
17-12-2019,194.45,196.05,192.5,193.2,12260,3.55,1.25
16-12-2019,196.5,196.5,192.5,193.25,5946,4,3.25
13-12-2019,192.05,198,192.05,195.1,13157,5.95,-3.05
12-12-2019,191.65,194.45,191.65,193.2,7259,2.8,-1.55
11-12-2019,190.1,194.9,190.1,192.95,17740,4.8,-2.85
10-12-2019,190.95,194.2,190.55,193.05,31534,3.65,-2.1
09-12-2019,192.3,195.4,190.25,191.15,21755,5.15,1.15
06-12-2019,197.55,199.3,190.1,192,21509,9.2,5.55
05-12-2019,190.9,199.95,190,197.3,45286,9.95,-6.4
04-12-2019,194.5,194.5,189.55,191.1,16239,4.95,3.4
03-12-2019,196,197,190.1,191.9,24505,6.9,4.1
02-12-2019,205.9,206.95,194.4,195.8,42297,12.55,10.1
29-11-2019,210.3,218,202.6,204.15,66655,15.4,6.15
28-11-2019,216.5,217.9,209,210.25,45199,8.9,6.25
27-11-2019,203.3,220.85,203.25,213.95,195568,17.6,-10.65
26-11-2019,210.05,214.75,202,203.3,49878,12.75,6.75
25-11-2019,213.9,222,208.1,210.05,135687,13.9,3.85
22-11-2019,188.85,219,186.35,211.9,304796,32.65,-23.05
21-11-2019,190.2,190.8,187.95,189.9,34958,2.85,0.3
20-11-2019,189.05,191.45,189,190,20841,2.45,-0.95
19-11-2019,190.15,191.75,188.1,190.6,18830,3.65,-0.45
18-11-2019,189,192.9,188.1,190.5,21192,4.8,-1.5
15-11-2019,191.8,192,186.7,189.8,34383,5.3,2
14-11-2019,190,200,189.1,190.2,39141,10.9,-0.2
13-11-2019,190,193.45,187.35,190.05,53691,6.1,-0.05
11-11-2019,193,196.5,188,189.95,30468,8.5,3.05
08-11-2019,193,197.9,189.9,190.6,42226,8,2.4
07-11-2019,192,202,188.15,196.1,100843,13.85,-4.1
06-11-2019,192.55,199,187.55,189.95,53420,11.45,2.6
05-11-2019,189,196.05,181,194.3,114560,15.05,-5.3
04-11-2019,188.4,195,186,188.2,162134,9,0.2
01-11-2019,169.05,188.9,169,183.5,313513,19.9,-14.45
31-10-2019,166.2,176.5,165.55,168.7,78366,10.95,-2.5
30-10-2019,162.65,168.5,161.3,164.7,55223,7.2,-2.05
29-10-2019,158.85,165,158,161.65,34652,7,-2.8
27-10-2019,161.5,161.5,158,158.55,7047,3.5,2.95
25-10-2019,159.4,160.95,155.2,157.3,31407,5.75,2.1
24-10-2019,161.65,166.8,159,159.4,78459,7.8,2.25
23-10-2019,154.5,166.3,152.55,159.6,130094,13.75,-5.1
22-10-2019,150,159.3,142.35,152.9,107414,16.95,-2.9
18-10-2019,153,153,147.5,147.95,48055,5.5,5.05
17-10-2019,149.35,149.55,142.1,148,16222,7.45,1.35
16-10-2019,149.5,152.45,145.25,147.95,12063,7.2,1.55
15-10-2019,150.25,155,149.5,150.95,14146,5.5,-0.7
14-10-2019,147.25,152.45,145,151.45,22538,7.45,-4.2
11-10-2019,149.8,150.3,147.1,147.8,9655,3.2,2
10-10-2019,147.15,148.7,145.5,147.05,18307,3.2,0.1
09-10-2019,149.5,150.5,145.1,148.65,20299,5.4,0.85
07-10-2019,148.1,152.2,142.6,144.9,30903,9.6,3.2
04-10-2019,152.65,153.95,147.1,149.35,25811,6.85,3.3
03-10-2019,150,153.4,148.05,150.15,21068,5.35,-0.15
01-10-2019,151.05,155.7,147.3,151.35,64374,8.4,-0.3
30-09-2019,161.8,163.8,146.6,150.85,388100,17.2,10.95
27-09-2019,167.8,172,161.15,161.8,27992,10.85,6
26-09-2019,162.95,173.8,160,166.4,37376,13.8,-3.45
25-09-2019,166.35,166.4,161,161.85,12188,5.4,4.5
24-09-2019,170.85,181,165,166.55,64393,16,4.3
23-09-2019,163.05,174.8,163,170.9,53807,11.8,-7.85
20-09-2019,153.95,167.05,151.8,160.7,27274,15.25,-6.75
19-09-2019,162.7,162.75,152.1,153.65,7512,10.65,9.05
18-09-2019,156.95,161.7,156.8,158.1,7662,4.9,-1.15
17-09-2019,163.95,170.4,155.6,156.95,19459,14.8,7
16-09-2019,168.05,168.7,161.7,164.7,9354,7,3.35
13-09-2019,167.05,172.5,164,169.75,16813,8.5,-2.7
12-09-2019,172.85,184.5,165,167.05,36092,19.5,5.8
11-09-2019,150.5,178.3,148.25,174.05,109014,30.05,-23.55
09-09-2019,147.65,151.95,146.25,148.6,15754,5.7,-0.95
06-09-2019,146.3,153,144.25,151.6,15836,8.75,-5.3
05-09-2019,143.4,147.75,142,146.45,10792,5.75,-3.05
04-09-2019,144.8,144.8,141.1,142.4,8566,3.7,2.4
03-09-2019,146.9,147.95,139,143,17572,8.95,3.9
30-08-2019,147.9,149.85,145.55,147.85,7798,4.3,0.05
29-08-2019,147.25,148.95,145.05,147.9,9883,3.9,-0.65
28-08-2019,153.3,153.95,147.1,148.2,7115,6.85,5.1
27-08-2019,152.8,156.5,150,152.95,21549,6.5,-0.15
26-08-2019,157.5,157.5,149.5,151.05,11953,8,6.45
23-08-2019,140.55,152.95,139.5,150.2,18856,13.45,-9.65
22-08-2019,148.05,149.05,142.2,144,19706,6.85,4.05
21-08-2019,155.5,158.95,146.35,148.65,38461,12.6,6.85
20-08-2019,156.05,159.7,156,158.05,11114,3.7,-2
19-08-2019,157.65,159.95,154.05,158.65,6925,5.9,-1
16-08-2019,150,155,150,153.7,5619,5,-3.7
14-08-2019,157,161.8,152.15,153.35,6356,9.65,3.65
13-08-2019,161.9,161.9,151.8,158.85,11872,10.1,3.05
09-08-2019,155.9,162,153.3,156.4,15908,8.7,-0.5
08-08-2019,156.85,156.95,150.8,151.9,12774,6.15,4.95
07-08-2019,151.2,159,151.2,152.9,10787,7.8,-1.7
06-08-2019,147.8,153,147.8,151.2,12432,5.2,-3.4
05-08-2019,152,163.8,143,147.6,45311,20.8,4.4
02-08-2019,150.85,154.9,147.3,148.4,16287,7.6,2.45
01-08-2019,153.5,156.7,151.25,152.3,9976,5.45,1.2
31-07-2019,157.2,157.2,152.15,153.55,7369,5.05,3.65
30-07-2019,160.95,162.5,152.5,153.45,13347,10,7.5
29-07-2019,156.5,168.05,152.25,159.25,25507,15.8,-2.75
26-07-2019,151.5,158.95,151.3,155.5,12473,7.65,-4
25-07-2019,160,162,152.75,154.55,25994,9.25,5.45
24-07-2019,169.9,170.9,158.2,159.4,20778,12.7,10.5
23-07-2019,149,174.5,147.7,169.05,73580,26.8,-20.05
22-07-2019,150.1,151.85,145.1,146.45,18785,6.75,3.65
19-07-2019,158.65,158.9,150,151.4,28002,8.9,7.25
18-07-2019,160.85,160.85,157.25,158.7,6310,3.6,2.15
17-07-2019,162.6,162.6,159.1,159.65,9953,3.5,2.95
16-07-2019,162.05,166.5,159.95,160.5,9038,6.55,1.55
15-07-2019,167.5,167.5,161.25,163.3,5223,6.25,4.2
12-07-2019,165.9,169.15,162,163,4890,7.15,2.9
11-07-2019,165.05,169.5,163.1,167.55,6632,6.4,-2.5
10-07-2019,169.4,170.2,163.15,164.3,2909,7.05,5.1
09-07-2019,164,170.85,159.95,168,16006,10.9,-4
08-07-2019,169.15,169.15,162.05,164,8560,7.1,5.15
05-07-2019,176.15,176.25,167.25,169.95,7898,9,6.2
04-07-2019,176.7,177.55,175.1,175.7,5362,2.45,1
03-07-2019,180.8,180.8,176.1,176.7,6541,4.7,4.1
02-07-2019,179.9,179.9,176,178.35,13335,3.9,1.55
01-07-2019,175.85,179.8,171.55,178.75,23089,8.25,-2.9
28-06-2019,172.5,182.15,171.75,173.4,37843,10.4,-0.9
27-06-2019,164.15,174,164.05,170.5,14487,9.95,-6.35
26-06-2019,161.85,166.3,161.7,164.45,10699,4.6,-2.6
25-06-2019,163.35,165.8,161.1,162.7,9733,4.7,0.65
24-06-2019,159.8,165.9,158.15,163.15,13988,7.75,-3.35
21-06-2019,156,161.75,156,157.75,13467,5.75,-1.75
20-06-2019,157.95,160,151.25,158.8,16900,8.75,-0.85
19-06-2019,162.1,164,157.5,159.2,21012,6.5,2.9
18-06-2019,162.95,165.8,160.1,162.1,14895,5.7,0.85
17-06-2019,168.05,169.5,162,163.75,22062,7.5,4.3
14-06-2019,169.15,172.45,167.05,168.3,18419,5.4,0.85
13-06-2019,170.05,170.7,165.15,169.4,19344,5.55,0.65
12-06-2019,171.05,175,168.1,171.3,22674,6.9,-0.25
11-06-2019,171.75,179,170.3,173.3,14663,8.7,-1.55
10-06-2019,175.1,178.9,168,170.2,21449,10.9,4.9
07-06-2019,175.15,179.65,174.5,175.4,9123,5.15,-0.25
06-06-2019,183,183,175.15,177.35,10312,7.85,5.65
04-06-2019,185,185,180.95,181.2,11284,4.05,3.8
03-06-2019,187.95,188.5,180.5,181.7,23689,8,6.25
31-05-2019,194.3,194.3,183,185.75,19401,11.3,8.55
30-05-2019,182.4,192,182.1,190.65,47816,9.9,-8.25
29-05-2019,189,189,180.45,181.05,28438,8.55,7.95
28-05-2019,196.8,196.8,186.45,189,39051,10.35,7.8
27-05-2019,194,197.9,192.05,195.1,44329,5.85,-1.1
24-05-2019,179,192.5,179,190.55,72618,13.5,-11.55
23-05-2019,179,182.5,174.1,177,36481,8.4,2
22-05-2019,179.9,180.05,172.8,175.6,21659,7.25,4.3
21-05-2019,183.9,189.9,176.5,177.7,29321,13.4,6.2
20-05-2019,185,187,178.1,183,43871,8.9,2
17-05-2019,169.5,182,166.25,176.6,60880,15.75,-7.1
16-05-2019,165.05,167,160.2,166.15,15524,6.8,-1.1
15-05-2019,157,165.7,155.9,164,54479,9.8,-7
14-05-2019,160,163.2,153.6,157.1,25424,9.6,2.9
13-05-2019,167.15,170.2,156.15,158.15,25331,14.05,9
10-05-2019,161.45,170.7,161,168.25,56927,9.7,-6.8
09-05-2019,164.65,164.95,160,161,23184,4.95,3.65
08-05-2019,166.9,170.45,164.2,165.2,25511,6.25,1.7
07-05-2019,172.95,175.95,166.4,167.5,26775,9.55,5.45
06-05-2019,172,175.95,171.1,171.35,28408,4.85,0.65
03-05-2019,175.7,178.7,174,174.85,20976,4.7,0.85
02-05-2019,177,179.15,174.5,175.7,29984,4.65,1.3
30-04-2019,182.05,183.95,175.4,176.3,47826,8.55,5.75
26-04-2019,190.9,197,184,185.15,142292,13,5.75
25-04-2019,178.1,201,177.1,188.6,277418,23.9,-10.5
24-04-2019,180,182.2,178,179.65,28645,4.2,0.35
23-04-2019,183.1,183.1,178,179.2,22525,5.1,3.9
22-04-2019,184.3,187.15,177.05,181.5,36147,10.1,2.8
18-04-2019,187.9,188,183.05,184.8,13634,4.95,3.1
16-04-2019,186.5,190.2,183,186.4,42539,7.2,0.1
15-04-2019,190.8,191.85,182,185.75,42049,9.85,5.05
12-04-2019,187.05,194.45,185.15,189.55,35065,9.3,-2.5
11-04-2019,189.15,191.8,186.75,187.9,23226,5.05,1.25
10-04-2019,192.5,192.5,188,189.15,29790,4.5,3.35
09-04-2019,194,194.55,190.9,191.75,19894,3.65,2.25
08-04-2019,196.3,197.35,192,193.9,20401,5.35,2.4
05-04-2019,193.15,197,193.05,194.6,20034,3.95,-1.45
04-04-2019,196.8,200,193.4,194.6,35173,6.6,2.2
03-04-2019,203.85,205.8,196.05,196.8,29017,9.75,7.05
02-04-2019,200.95,205.9,198.65,202.05,49401,7.25,-1.1
01-04-2019,197.9,205,194.1,199.35,59867,10.9,-1.45
29-03-2019,195.05,199,192.5,194.95,33079,6.5,0.1
28-03-2019,193.55,197.45,192,192.8,23537,5.45,0.75
27-03-2019,195,200,191,192.3,41340,9,2.7
26-03-2019,195.8,199.5,193.1,195.7,22473,6.4,0.1
25-03-2019,195.45,195.45,190.05,194.25,42727,5.4,1.2
22-03-2019,197,202.4,195.75,196.75,30801,6.65,0.25
20-03-2019,201.4,205,195.25,197.2,46624,9.75,4.2
19-03-2019,197.8,202.95,193.4,200.45,65376,9.55,-2.65
18-03-2019,204.5,206.7,195,196.2,49722,11.7,8.3
15-03-2019,207.4,211,201,202.55,58388,10,4.85
14-03-2019,210.6,214.7,204.2,205.65,61375,10.5,4.95
13-03-2019,219.85,225.25,207,210,129555,18.25,9.85
12-03-2019,210.65,222.9,202.35,218.25,354376,20.55,-7.6
11-03-2019,192,219.1,192,210.25,974021,27.1,-18.25
08-03-2019,198,200.25,191.35,192.75,128537,8.9,5.25
07-03-2019,196.9,201.4,188.1,198.3,116211,13.3,-1.4
06-03-2019,194,200,188.25,193.2,148575,11.75,0.8
05-03-2019,183.55,198.45,180,192.45,88071,18.45,-8.9
01-03-2019,177.8,182.9,175.5,180.85,29424,7.4,-3.05
28-02-2019,181.95,187.2,170.6,174.15,64181,16.6,7.8
27-02-2019,188.7,195.45,180,181,71835,15.45,7.7
26-02-2019,190.1,193.7,186.55,187.2,35153,7.15,2.9
25-02-2019,187,205.5,185,197.15,126377,20.5,-10.15
22-02-2019,183.35,193.4,183,186.7,45790,10.4,-3.35
21-02-2019,183.85,190.05,183.1,185.3,13836,6.95,-1.45
20-02-2019,182.5,189.7,178.3,186.75,25159,11.4,-4.25
19-02-2019,191.8,191.8,179,180.9,21082,12.8,10.9
18-02-2019,203,203,186.65,187.2,13524,16.35,15.8
15-02-2019,197.9,206.2,193.2,198.8,15629,13,-0.9
14-02-2019,207,207.9,194.6,195.7,31209,13.3,11.3
13-02-2019,208.3,209.75,203,206.35,29118,6.75,1.95
12-02-2019,207.95,214.45,195.6,210.45,52878,18.85,-2.5
11-02-2019,232.25,232.25,208,216.4,15814,24.25,15.85
08-02-2019,224.05,228.3,224,226.5,5634,4.3,-2.45
07-02-2019,224,232.95,220.9,224.9,14435,12.05,-0.9
06-02-2019,228.2,234.6,224,227.95,10350,10.6,0.25
05-02-2019,235.75,239,226.15,229.5,10507,12.85,6.25
04-02-2019,235.65,239.8,224.1,229.75,22723,15.7,5.9
01-02-2019,235.75,243.75,231.25,236.35,17741,12.5,-0.6
31-01-2019,236.75,240,229.3,233.85,12569,10.7,2.9
30-01-2019,234.2,251.75,234.15,236.45,5149,17.6,-2.25
29-01-2019,235.85,242.7,233.5,237.55,8570,9.2,-1.7
28-01-2019,243,244.45,230.15,240.7,20827,14.3,2.3
25-01-2019,246.75,251,234.75,240.25,12782,16.25,6.5
24-01-2019,258,258.55,245.1,246.3,21842,13.45,11.7
23-01-2019,232,256.75,232,256.4,85516,24.75,-24.4
22-01-2019,234.05,237.05,230.1,233.45,15806,6.95,0.6
21-01-2019,248.3,248.3,238,238.95,10745,10.3,9.35
18-01-2019,255,257.95,242.65,245.8,11841,15.3,9.2
17-01-2019,255.2,259.45,252.05,252.35,12712,7.4,2.85
16-01-2019,262,263.8,253,255.1,11906,10.8,6.9
15-01-2019,262,265.85,257.05,260.5,8287,8.8,1.5
14-01-2019,260.15,261,255.1,258.05,11504,5.9,2.1
11-01-2019,265,269.8,258,261.15,25348,11.8,3.85
10-01-2019,272.1,272.1,260.2,262.4,27663,11.9,9.7
09-01-2019,252.9,276.35,250.05,272.55,149166,26.3,-19.65
08-01-2019,260,263.45,249.45,251.25,25320,14,8.75
07-01-2019,265,269.8,259.9,261.1,34649,9.9,3.9
04-01-2019,259,271.95,255,262.85,103743,16.95,-3.85
03-01-2019,270.35,277,255.6,257.1,222026,21.4,13.25
02-01-2019,307,309.9,283.95,283.95,144528,25.95,23.05
01-01-2019,311,327,305,315.45,490771,22,-4.45
31-12-2018,257,299.8,255.6,299.8,244273,44.2,-42.8
28-12-2018,243.75,257.25,233.7,249.85,14044,23.55,-6.1
27-12-2018,231.95,243.7,228.4,238,18428,15.3,-6.05
26-12-2018,220,232.8,217.25,228.2,9500,15.55,-8.2
24-12-2018,226.85,230.05,221.35,223.4,3900,8.7,3.45
21-12-2018,237.7,242,225.5,230.35,7898,16.5,7.35
20-12-2018,233.45,241,231.95,235.05,12732,9.05,-1.6
19-12-2018,233.4,233.4,225,228.55,7354,8.4,4.85
18-12-2018,229.9,229.9,220.1,226.25,9237,9.8,3.65
17-12-2018,227.65,233.95,223,225.15,7674,10.95,2.5
14-12-2018,230.65,231,225.55,227.45,3417,5.45,3.2
13-12-2018,234.95,235,230,230.65,7559,5,4.3
12-12-2018,229.4,242,219.35,234.2,20430,22.65,-4.8
11-12-2018,220.05,229.45,216.5,224.85,3987,12.95,-4.8
10-12-2018,219,225.2,215,218.7,4112,10.2,0.3
07-12-2018,228.7,230,220.7,225.8,3255,9.3,2.9
06-12-2018,222.05,228.5,220,220.7,2155,8.5,1.35
05-12-2018,221.2,230.95,221.2,221.85,1686,9.75,-0.65
04-12-2018,231.95,232,225.15,227.25,2400,6.85,4.7
03-12-2018,225.95,236.95,222.05,227.95,6265,14.9,-2
30-11-2018,220.1,228.85,220.1,222.8,6011,8.75,-2.7
29-11-2018,222.5,229.9,222.5,223.6,4237,7.4,-1.1
