User Rating,User Review,User Name,Review Date,DateOfReview,FinalText,FinalTextSentimentNegative,FinalTextSentimentPositive,FinalTextSentimentNeutral,FinalTextSentimentCompound,FinalTextSentiment,UserReviewSentimentNegative,UserReviewSentimentPositive,UserReviewSentimentNeutral,UserReviewSentimentCompound,UserReviewSentiment
4.0,Nice,Flipkart Customer,12days ago,2020-07-22,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,good product,Pattigilli Sekharaparna,12days ago,2020-07-22,good product,0.0,0.744,0.256,0.4404,neu,0.0,0.744,0.256,0.4404,neu
4.0,Not product,Rohit Vimal,12days ago,2020-07-22,Not product,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Good Grinder,Prema Rajkhowa,12days ago,2020-07-22,Good Grinder,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,Good product,Flipkart Customer,12days ago,2020-07-22,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Super item,Flipkart Customer,12days ago,2020-07-22,Super item,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
5.0,Good product useful,Flipkart Customer,12days ago,2020-07-22,Good product useful,0.0,0.853,0.147,0.7003,pos,0.0,0.853,0.147,0.7003,pos
5.0,Nice quality product. Responsible  delivery agent.,Priya Appu,12days ago,2020-07-22,Nice quality product Responsible delivery agent,0.0,0.56,0.44,0.6249,pos,0.0,0.56,0.44,0.6249,pos
5.0,Super,Shankar Jadhav,12days ago,2020-07-22,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,My mom loved it  thank uh flipkart,Arwa Jirapur,12days ago,2020-07-22,My mom love thank uh flipkart,0.0,0.626,0.374,0.7717,pos,0.0,0.561,0.439,0.7506,pos
5.0,Good,Aniket Kanaujia ,12days ago,2020-07-22,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Fantastic product & very fast delivery.,Rahul Verma,12days ago,2020-07-22,Fantastic product fast delivery,0.0,0.545,0.455,0.5574,neu,0.0,0.419,0.581,0.5574,neu
5.0,5star,Anupam  Dash,12days ago,2020-07-22,5star,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
3.0,Ok,Chanchal Sivadasan,12days ago,2020-07-22,Ok,0.0,1.0,0.0,0.296,pos,0.0,1.0,0.0,0.296,pos
4.0,Good product,Flipkart Customer,12days ago,2020-07-22,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice quality product. Responsible  delivery agent.,Priya Appu,12days ago,2020-07-22,Nice quality product Responsible delivery agent,0.0,0.56,0.44,0.6249,pos,0.0,0.56,0.44,0.6249,pos
5.0,Super,Shankar Jadhav,12days ago,2020-07-22,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,My mom loved it  thank uh flipkart,Arwa Jirapur,12days ago,2020-07-22,My mom love thank uh flipkart,0.0,0.626,0.374,0.7717,pos,0.0,0.561,0.439,0.7506,pos
5.0,Good,Aniket Kanaujia ,12days ago,2020-07-22,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Fantastic product & very fast delivery.,Rahul Verma,12days ago,2020-07-22,Fantastic product fast delivery,0.0,0.545,0.455,0.5574,neu,0.0,0.419,0.581,0.5574,neu
5.0,5star,Anupam  Dash,12days ago,2020-07-22,5star,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
3.0,Ok,Chanchal Sivadasan,12days ago,2020-07-22,Ok,0.0,1.0,0.0,0.296,pos,0.0,1.0,0.0,0.296,pos
4.0,Good product,Flipkart Customer,12days ago,2020-07-22,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
4.0,Worth for money.,rasmita nayak,12days ago,2020-07-22,Worth money,0.0,0.655,0.345,0.2263,pos,0.0,0.487,0.513,0.2263,pos
4.0,good,Flipkart Customer,12days ago,2020-07-22,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Better one in this price. It's performance is very super and design is awesome,Naveen kumar,12days ago,2020-07-22,Better one price It performance super design awesome,0.0,0.686,0.314,0.8979,pos,0.0,0.504,0.496,0.9041,neg
3.0,I have three Stars only bc its not perfect. Just Of only,Flipkart Customer,12days ago,2020-07-22,I three Stars bc perfect Just Of,0.0,0.381,0.619,0.5719,pos,0.214,0.0,0.786,-0.4585,pos
5.0,Wonderful,Mohamed huzaifa,12days ago,2020-07-22,Wonderful,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
3.0,Best for its price ,Sahith Reddy Singareddy,12days ago,2020-07-22,Best price,0.0,0.808,0.192,0.6369,pos,0.0,0.583,0.417,0.6369,pos
3.0,The product is good but the lid of the had was not up to my expectations...,Sanjana Raj,12days ago,2020-07-22,The product good lid expectation,0.0,0.42,0.58,0.4404,pos,0.0,0.115,0.885,0.2382,pos
5.0,Super,VIJAY Viju,12days ago,2020-07-22,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
4.0,Good product nice,Nagaraj Raju,12days ago,2020-07-22,Good product nice,0.0,0.851,0.149,0.6908,pos,0.0,0.851,0.149,0.6908,pos
4.0,Nice product,Anand Nagoor,12days ago,2020-07-22,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,Really superb...,Venkatasubramani  V,12days ago,2020-07-22,Really superb,0.0,0.815,0.185,0.659,pos,0.0,0.815,0.185,0.659,pos
4.0,Excellent,Utkarsh  Singh,12days ago,2020-07-22,Excellent,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
4.0,Good,Flipkart Customer,12days ago,2020-07-22,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Super product,Flipkart Customer,12days ago,2020-07-22,Super product,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
4.0,Very nice ,Abhay  Thakur,12days ago,2020-07-22,Very nice,0.0,0.756,0.244,0.4754,pos,0.0,0.756,0.244,0.4754,pos
5.0,Nice product for small family,Harshad Yerne,12days ago,2020-07-22,Nice product small family,0.0,0.483,0.517,0.4215,pos,0.0,0.412,0.588,0.4215,pos
5.0,Nice product thanks flipkart,Flipkart Customer,12days ago,2020-07-22,Nice product thanks flipkart,0.0,0.74,0.26,0.6908,pos,0.0,0.74,0.26,0.6908,pos
5.0,Good product very useful thank you flipkart,Flipkart Customer,12days ago,2020-07-22,Good product useful thank flipkart,0.0,0.806,0.194,0.8074,pos,0.0,0.689,0.311,0.8347,pos
4.0,Excellent Product,Tanmaya Mangaraj,12days ago,2020-07-22,Excellent Product,0.0,0.787,0.213,0.5719,neg,0.0,0.787,0.213,0.5719,neg
3.0,Worst product. There is no lock for the jar. It may cause your fingers cut,Flipkart Customer,12days ago,2020-07-22,Worst product There lock jar It may cause finger cut,0.437,0.0,0.563,-0.7351,pos,0.412,0.0,0.588,-0.8126,neu
5.0,Very good material no,Flipkart Customer,12days ago,2020-07-22,Very good material,0.0,0.615,0.385,0.4927,pos,0.322,0.417,0.261,0.1851,neu
4.0,product is very good.best item for this prise range...,Flipkart Customer,12days ago,2020-07-22,product good best item prise range,0.0,0.64,0.36,0.7964,pos,0.0,0.0,1.0,0.0,pos
4.0,Okay okay product not as expected,Flipkart Customer,12days ago,2020-07-22,Okay okay product expect,0.0,0.655,0.345,0.4215,neu,0.0,0.487,0.513,0.4215,neu
5.0,Don’t think just go for it ..,shraddha koli,12days ago,2020-07-22,Don think go,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Nice good thanks for flipkart,Flipkart Customer,13days ago,2020-07-21,Nice good thanks flipkart,0.0,0.896,0.104,0.8225,pos,0.0,0.811,0.189,0.8225,pos
5.0,Great,Flipkart Customer,13days ago,2020-07-21,Great,0.0,1.0,0.0,0.6249,pos,0.0,1.0,0.0,0.6249,neu
5.0,It's okay but jars are small in size,pravallika kaki,13days ago,2020-07-21,It okay jar small size,0.0,0.322,0.678,0.2263,pos,0.0,0.172,0.828,0.1154,pos
5.0,Good product,manjunath gowda,13days ago,2020-07-21,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Sam thanks flipkart,Nikhil Sinha,13days ago,2020-07-21,Sam thanks flipkart,0.0,0.592,0.408,0.4404,neu,0.0,0.592,0.408,0.4404,neu
3.0,Jar blades are not sharp..,Flipkart Customer,13days ago,2020-07-21,Jar blade sharp,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,I received this product before one day of expect delivery date. Butterfly brand mixer grinder run  smoothly. Not noise operationWorth for money I recommend to buy.,Flipkart Customer,13days ago,2020-07-21,I receive product one day expect delivery date Butterfly brand mixer grinder run smoothly Not noise operationWorth money I recommend buy,0.0,0.111,0.889,0.3612,neu,0.0,0.091,0.909,0.3612,neg
3.0,"Good at this price, but since it is of 500W power, only limited amount of reice can be grinded at a time, a little bit overload and the mixture stops working. The capacity of grinding jares are also areally less.",KRISHNA Chandrababu,13days ago,2020-07-21,Good price since 500W power limit amount reice grind time little bit overload mixture stop work The capacity grind jares also areally less,0.162,0.106,0.732,-0.1335,pos,0.157,0.043,0.799,-0.6289,pos
4.0,Good product,Tannu Shaikh,13days ago,2020-07-21,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,good item,Flipkart Customer,13days ago,2020-07-21,good item,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Very nice,Ls Babu Naik,13days ago,2020-07-21,Very nice,0.0,0.756,0.244,0.4754,pos,0.0,0.756,0.244,0.4754,pos
4.0,Good condition,Rupesh Kumar,13days ago,2020-07-21,Good condition,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
4.0,verry nice,Vikky Vikas,13days ago,2020-07-21,verry nice,0.0,0.737,0.263,0.4215,neu,0.0,0.737,0.263,0.4215,neu
5.0,Go for it,darshna joshi,13days ago,2020-07-21,Go,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Very good,Priya Das,13days ago,2020-07-21,Very good,0.0,0.762,0.238,0.4927,neu,0.0,0.762,0.238,0.4927,neu
5.0,Supper,Flipkart Customer,13days ago,2020-07-21,Supper,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,seriously it is amazing tes tipcart...,Flipkart Customer,13days ago,2020-07-21,seriously amazing te tipcart,0.227,0.507,0.267,0.4767,pos,0.179,0.4,0.421,0.4767,pos
4.0,Nice,Nani N,13days ago,2020-07-21,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Awesome,Flipkart Customer,13days ago,2020-07-21,Awesome,0.0,1.0,0.0,0.6249,pos,0.0,1.0,0.0,0.6249,pos
5.0,Super,Flipkart Customer,13days ago,2020-07-21,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
4.0,Nice. But jars are bit small. Functions good,Flipkart Customer,13days ago,2020-07-21,Nice But jar bit small Functions good,0.0,0.535,0.465,0.6956,pos,0.0,0.489,0.511,0.6956,pos
5.0,Very good,Flipkart Customer,13days ago,2020-07-21,Very good,0.0,0.762,0.238,0.4927,neu,0.0,0.762,0.238,0.4927,neg
3.0,Ok. In. This price. Little noisy. Rinded well. Painting. Quality poor.,arunkumar,13days ago,2020-07-21,Ok In This price Little noisy Rinded well Painting Quality poor,0.29,0.26,0.45,-0.1206,pos,0.314,0.128,0.558,-0.3961,pos
5.0,Amazing product..... Thank you flipkart,Flipkart Customer,13days ago,2020-07-21,Amazing product Thank flipkart,0.0,0.759,0.241,0.743,pos,0.0,0.677,0.323,0.743,pos
3.0,Nice,Flipkart Customer,13days ago,2020-07-21,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
4.0,"After using it a day writing this review. Looks good.Pros 1)have safety lines for spill overs2) All three jars does the job fine, specially the smaller one is making powder less than a minute.3) Not too noisy4) No shakes when the jars are placed5) Lids are really tight so you can make it and do the other kitchen work.6) heating is not felt so farConsYet to find one. I expect it to have some good lifetime",Yoga Vengatesh Kumar P,13days ago,2020-07-21,After use day write review Looks good Pros 1 safety line spill overs2 All three jar job fine specially small one make powder less minute 3 Not noisy4 No shake jar placed5 Lids really tight make kitchen work 6 heating felt farConsYet find one I expect good lifetime,0.025,0.19,0.785,0.8409,pos,0.0,0.115,0.885,0.812,pos
5.0,amazing mizar,SHFFEKAS SHFFI,13days ago,2020-07-21,amaze mizar,0.0,0.778,0.222,0.5423,pos,0.0,0.792,0.208,0.5859,pos
4.0,It's good bit torrent material is not so strong overall good in this price,Flipkart Customer,13days ago,2020-07-21,It good bit torrent material strong overall good price,0.0,0.603,0.397,0.8442,neu,0.166,0.296,0.538,0.395,pos
4.0,Wars are small but good and sturdy,shubha,13days ago,2020-07-21,Wars small good sturdy,0.424,0.341,0.235,-0.1779,pos,0.206,0.345,0.448,0.3716,pos
5.0,Good quality and smart delivery boys,Flipkart Customer,13days ago,2020-07-21,Good quality smart delivery boy,0.0,0.651,0.349,0.6808,pos,0.0,0.583,0.417,0.6808,pos
3.0,I brought this mixer a week back IN-1725 not so great quality is good less sound blade of mixer okay like. One is a bachelor who is  looking for branded mixer this a best choice for family then is different game.,Flipkart Customer,13days ago,2020-07-21,I bring mixer week back IN 1725 great quality good less sound blade mixer okay like One bachelor look brand mixer best choice family different game,0.0,0.426,0.574,0.9393,pos,0.08,0.223,0.697,0.7477,pos
5.0,Good,Mohammed shafi Shafi,13days ago,2020-07-21,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Nice product with fastly grinding.....To Flipkart,Flipkart Customer,13days ago,2020-07-21,Nice product fastly grind To Flipkart,0.0,0.359,0.641,0.4215,pos,0.0,0.359,0.641,0.4215,neu
4.0,Good...but the jar cap is very light..seems like going to broke at any time,Ashwathi Venkat,13days ago,2020-07-21,Good jar cap light seem like go break time,0.0,0.435,0.565,0.6597,pos,0.159,0.158,0.683,-0.0056,pos
4.0,Nice product.,Aditya Singh,13days ago,2020-07-21,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
3.0,According to the prices its a good product.,Pintu Kumar  Das,13days ago,2020-07-21,According price good product,0.0,0.492,0.508,0.4404,neu,0.0,0.293,0.707,0.4404,neu
3.0,Average quality,Vishwa Tarus,13days ago,2020-07-21,Average quality,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Super,Parthiban,13days ago,2020-07-21,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,It is very good product,Flipkart Customer,13days ago,2020-07-21,It good product,0.0,0.592,0.408,0.4404,pos,0.0,0.444,0.556,0.4927,pos
5.0,Good,Flipkart Customer,13days ago,2020-07-21,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
3.0,Good,Diya Varsha,13days ago,2020-07-21,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,neu
3.0,"Worth of money but if we use grinder for 10 minutes, grinder will heat & offs",Flipkart Customer,13days ago,2020-07-21,Worth money use grinder 10 minute grinder heat offs,0.0,0.192,0.808,0.2263,pos,0.0,0.088,0.912,0.1154,pos
5.0,Nice product...worth it,Flipkart Customer,13days ago,2020-07-21,Nice product worth,0.0,0.825,0.175,0.5719,pos,0.0,0.583,0.417,0.4215,pos
5.0,Thank you for correct time delivered,Saravanan M,13days ago,2020-07-21,Thank correct time deliver,0.0,0.455,0.545,0.3612,pos,0.0,0.333,0.667,0.3612,pos
4.0,"After using it for 2 days i am giving feedback...and its good,working well and worth the price.",Muppalla Likhitha,13days ago,2020-07-21,After use 2 day give feedback good working well worth price,0.0,0.463,0.537,0.7096,pos,0.0,0.314,0.686,0.6597,pos
4.0,Good  product,Simhadri Mamidala,13days ago,2020-07-21,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Best,Karthick S,13days ago,2020-07-21,Best,0.0,1.0,0.0,0.6369,pos,0.0,1.0,0.0,0.6369,pos
5.0,Good very powerful,Mohd  Nadeem ,14days ago,2020-07-20,Good powerful,0.0,1.0,0.0,0.6908,pos,0.0,0.857,0.143,0.7178,pos
4.0,Product is good quality. Nice packaging. Budget friendly . Good option  .....,Flipkart Customer,14days ago,2020-07-20,Product good quality Nice packaging Budget friendly Good option,0.0,0.702,0.298,0.8957,pos,0.0,0.596,0.404,0.8957,neg
3.0,Blades are not good,satya narayana,14days ago,2020-07-20,Blades good,0.0,0.744,0.256,0.4404,pos,0.445,0.0,0.555,-0.3412,pos
5.0,Nice,Vishal  Maurya,14days ago,2020-07-20,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Good products,Flipkart Customer,14days ago,2020-07-20,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice,Flipkart Customer,14days ago,2020-07-20,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Super  good,Flipkart Customer,14days ago,2020-07-20,Super good,0.0,1.0,0.0,0.7783,pos,0.0,1.0,0.0,0.7783,pos
5.0,Very good product for this price  awesome grinding speed is too good & excellent. must buy it  small family suitable,Flipkart Customer,14days ago,2020-07-20,Very good product price awesome grind speed good excellent must buy small family suitable,0.0,0.581,0.419,0.9312,pos,0.0,0.465,0.535,0.9312,pos
5.0,Looks good and works perfect..worth buying. ,Sunny Blues,14days ago,2020-07-20,Looks good work perfect worth buying,0.0,0.739,0.261,0.8176,pos,0.0,0.367,0.633,0.4404,pos
5.0,First thought as so basic but it has good built for money spent,Gokulraj Devarajan,14days ago,2020-07-20,First think basic good build money spent,0.0,0.326,0.674,0.4404,pos,0.0,0.243,0.757,0.5927,neg
3.0,Blades are not good,satya narayana,14days ago,2020-07-20,Blades good,0.0,0.744,0.256,0.4404,pos,0.445,0.0,0.555,-0.3412,pos
5.0,Nice,Vishal  Maurya,14days ago,2020-07-20,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Good products,Flipkart Customer,14days ago,2020-07-20,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice,Flipkart Customer,14days ago,2020-07-20,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Super  good,Flipkart Customer,14days ago,2020-07-20,Super good,0.0,1.0,0.0,0.7783,pos,0.0,1.0,0.0,0.7783,pos
5.0,Very good product for this price  awesome grinding speed is too good & excellent. must buy it  small family suitable,Flipkart Customer,14days ago,2020-07-20,Very good product price awesome grind speed good excellent must buy small family suitable,0.0,0.581,0.419,0.9312,pos,0.0,0.465,0.535,0.9312,pos
5.0,Looks good and works perfect..worth buying. ,Sunny Blues,14days ago,2020-07-20,Looks good work perfect worth buying,0.0,0.739,0.261,0.8176,pos,0.0,0.367,0.633,0.4404,pos
5.0,First thought as so basic but it has good built for money spent,Gokulraj Devarajan,14days ago,2020-07-20,First think basic good build money spent,0.0,0.326,0.674,0.4404,pos,0.0,0.243,0.757,0.5927,pos
4.0,Good product,Flipkart Customer,14days ago,2020-07-20,Good product,0.0,0.744,0.256,0.4404,neu,0.0,0.744,0.256,0.4404,neu
3.0,Gud,Flipkart Customer,14days ago,2020-07-20,Gud,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Super,Ravi Chaudhary,14days ago,2020-07-20,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
4.0,"Good product at this price.The lid plastic is not thick and easily bend. After 5-10 minutes of continuous use, it is turned off automatically and had to press the reset button under to start again.",AbyJone,14days ago,2020-07-20,Good product price The lid plastic thick easily bend After 5 10 minute continuous use turn automatically press reset button start,0.0,0.218,0.782,0.6486,neg,0.054,0.076,0.87,0.2177,pos
3.0,I am using 3dys mixer is not bad bit torrent it is okay,Sarvaiya Chirag,14days ago,2020-07-20,I use 3dys mixer bad bit torrent okay,0.307,0.167,0.526,-0.3818,pos,0.0,0.302,0.698,0.5789,pos
5.0,Nice product,Lokesh Shetty,14days ago,2020-07-20,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
4.0,Good,Ashwini Gudigar,14days ago,2020-07-20,Good,0.0,1.0,0.0,0.4404,neu,0.0,1.0,0.0,0.4404,neu
5.0,Ny,Flipkart Customer,14days ago,2020-07-20,Ny,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Nice product,Himanshu chauhan,14days ago,2020-07-20,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
4.0,Super,Rajkumar  S,14days ago,2020-07-20,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,Super product.,SAYED SUBHANI,14days ago,2020-07-20,Super product,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
4.0,Best Quality,Rajendar Megha,14days ago,2020-07-20,Best Quality,0.0,0.808,0.192,0.6369,pos,0.0,0.808,0.192,0.6369,pos
5.0,Good prut and fast delivery by deliveryman,Malarvizhi Venkatesan,14days ago,2020-07-20,Good prut fast delivery deliveryman,0.0,0.42,0.58,0.4404,pos,0.0,0.326,0.674,0.4404,pos
4.0,Product quality is super hard all over good am satisfied delivery was bit late but its okay  think you flipkart,Flipkart Customer,14days ago,2020-07-20,Product quality super hard good satisfied delivery bite late okay think flipkart,0.07,0.578,0.352,0.8779,pos,0.05,0.324,0.626,0.6757,pos
5.0,"Good one, go ahead",menaka chettiar,14days ago,2020-07-20,Good one go ahead,0.0,0.492,0.508,0.4404,pos,0.0,0.492,0.508,0.4404,pos
4.0,Got it yesterday and in first look it looks great nice built quality jars are also of good quality. Good for a family of 4/5 persons. Will write complete review after using it for few days.,Uttam Kumar,14days ago,2020-07-20,Got yesterday first look look great nice build quality jar also good quality Good family 4 5 person Will write complete review use day,0.0,0.388,0.612,0.9136,pos,0.0,0.284,0.716,0.9136,pos
4.0,Nice product,Sajid Mohammed ,14days ago,2020-07-20,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,No words to say it is just a great product . Amazing packing and delivery .. wort the money.,Jishnu S,14days ago,2020-07-20,No word say great product Amazing packing delivery wort money,0.129,0.462,0.409,0.7717,pos,0.084,0.303,0.613,0.7717,pos
5.0,Good,kundan Kumar,14days ago,2020-07-20,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,Satisfied with the product,Flipkart Customer,14days ago,2020-07-20,Satisfied product,0.0,0.737,0.263,0.4215,pos,0.0,0.483,0.517,0.4215,pos
5.0,Best quality in this price,Santosh Chawan,14days ago,2020-07-20,Best quality price,0.0,0.677,0.323,0.6369,pos,0.0,0.512,0.488,0.6369,pos
5.0,Super,Flipkart Customer,15days ago,2020-07-19,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,Good product,Sasmita R,15days ago,2020-07-19,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
4.0,Product quality is good and delivery also in timeline.,Krushna Sonawane,15days ago,2020-07-19,Product quality good delivery also timeline,0.0,0.367,0.633,0.4404,pos,0.0,0.266,0.734,0.4404,pos
3.0,Blade quality not as expected.Who needs god quality do not see for less cost.Add 300-500 Nd take good quality..,Dr Subhiksh.P.B Balakrishnan ,15days ago,2020-07-19,Blade quality expect Who need god quality see less cost Add 300 500 Nd take good quality,0.0,0.25,0.75,0.6124,pos,0.0,0.227,0.773,0.6124,pos
4.0,nice product,Prakash,15days ago,2020-07-19,nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,Excellent product from butterfly.... 5 stars for Flipkart and 5stars for product.... Total 10 stars,GIRISH KUMAR,15days ago,2020-07-19,Excellent product butterfly 5 star Flipkart 5stars product Total 10 star,0.0,0.27,0.73,0.5719,pos,0.0,0.209,0.791,0.5719,pos
4.0,Nice product from butterfly with reasonable rate,Sweta Patel,15days ago,2020-07-19,Nice product butterfly reasonable rate,0.0,0.412,0.588,0.4215,pos,0.0,0.318,0.682,0.4215,pos
4.0,Nice,Ashwini S,15days ago,2020-07-19,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Good product,Flipkart Customer,15days ago,2020-07-19,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product value for money,SEETHARAMAN T,15days ago,2020-07-19,Nice product value money,0.0,0.722,0.278,0.6369,neu,0.0,0.634,0.366,0.6369,neu
5.0,Wonder full,Flipkart Customer,15days ago,2020-07-19,Wonder full,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Mixer is nice but its too small, only usable for one or two persons. Not for big family having more than two members. Overall product is awesome.",Hanuman Choudhary,15days ago,2020-07-19,Mixer nice small usable one two person Not big family two member Overall product awesome,0.0,0.347,0.653,0.7845,pos,0.0,0.232,0.768,0.8201,pos
4.0,Okay,Manoj K,15days ago,2020-07-19,Okay,0.0,1.0,0.0,0.2263,pos,0.0,1.0,0.0,0.2263,pos
4.0,Very good products thanks flippant,Flipkart Customer,15days ago,2020-07-19,Very good product thanks flippant,0.0,0.679,0.321,0.7474,pos,0.0,0.679,0.321,0.7474,pos
4.0,Nice,Shaik  Kalesha,15days ago,2020-07-19,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
4.0,mission good working also with strong cupcakes,Anwar Md,15days ago,2020-07-19,mission good working also strong cupcake,0.0,0.608,0.392,0.7351,pos,0.0,0.554,0.446,0.7351,pos
5.0,Very very very very very very good product,shaik,15days ago,2020-07-19,Very good product,0.0,0.615,0.385,0.4927,pos,0.0,0.348,0.652,0.5768,pos
5.0,Worth money. I suggest others to buy this.,Ria Saha,15days ago,2020-07-19,Worth money I suggest others buy,0.0,0.275,0.725,0.2263,pos,0.0,0.213,0.787,0.2263,pos
5.0,Good Product & Nice delivery,Ranjith P,15days ago,2020-07-19,Good Product Nice delivery,0.0,0.74,0.26,0.6908,pos,0.0,0.655,0.345,0.6908,pos
4.0,Very good product,P.Chella Pandi,15days ago,2020-07-19,Very good product,0.0,0.615,0.385,0.4927,pos,0.0,0.615,0.385,0.4927,pos
5.0,Very good quality,Flipkart Customer,15days ago,2020-07-19,Very good quality,0.0,0.615,0.385,0.4927,pos,0.0,0.615,0.385,0.4927,pos
5.0,Nice,Ravichandra Reddy,15days ago,2020-07-19,Nice,0.0,1.0,0.0,0.4215,neu,0.0,1.0,0.0,0.4215,neu
5.0,Very fast mixer,Flipkart Customer,15days ago,2020-07-19,Very fast mixer,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Good job,Flipkart Customer,15days ago,2020-07-19,Good job,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Good product... worth buying,Vimal ,15days ago,2020-07-19,Good product worth buy,0.0,0.706,0.294,0.5859,neu,0.0,0.706,0.294,0.5859,neu
